Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,2.0323480708258495,1.7423436760902404,26.182,37.54,35.50849151611328
2,1.689781129360199,1.5254390239715576,38.682,45.14,35.46271204948425
3,1.5476816162771108,1.4084585547447204,43.708,49.86,35.42540526390076
4,1.4653431189303496,1.3095450699329376,46.76,52.84,35.522002935409546
5,1.3994928233477535,1.2305644571781158,49.324,56.38,35.29986763000488
6,1.3468926804406303,1.2001691043376923,51.308,57.4,35.47029232978821
7,1.2861410999784664,1.136463326215744,53.418,60.0,35.539626359939575
8,1.2514741639701688,1.1167876899242402,54.97,60.77,35.47609281539917
9,1.1930910361056426,1.0371959388256073,57.102,63.83,35.476579427719116
10,1.1641767949474102,1.0226415008306504,58.344,64.24,35.51494741439819
11,1.129113956373565,0.9857908338308334,59.712,65.83,35.48794364929199
12,1.0905062379885693,0.9729401022195816,61.096,65.75,35.55090141296387
13,1.0595335333931202,0.9187905579805374,62.4,68.4,35.512667179107666
14,1.0407826426077862,0.9073706120252609,62.892,69.1,35.439990282058716
15,1.0152162866933006,0.9016264647245407,64.086,68.72,35.44550037384033
16,0.9903497476967014,0.876501590013504,65.09,69.95,35.79249835014343
17,0.9810548674087135,0.8698460817337036,65.288,70.11,35.535221099853516
18,0.9587990550362334,0.8379018634557724,66.242,71.72,35.50611853599548
19,0.9418897817329485,0.8245400041341782,66.524,71.88,35.510382413864136
20,0.9204635236944471,0.7936871200799942,67.366,72.85,35.39003252983093
