Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,1.7784688484912017,1.451940405368805,35.108,47.51,30.23923921585083
2,1.4881427884101868,1.3150398194789887,45.94,52.74,30.099610567092896
3,1.3687728935358476,1.2192345976829528,50.376,56.91,29.980586767196655
4,1.2754089151109969,1.1412792086601258,54.196,59.27,30.195144414901733
5,1.2107689964527986,1.0197032541036606,56.408,64.55,30.027701377868652
6,1.1545636228152685,0.9990014761686326,58.784,64.95,30.17364478111267
7,1.108173808273004,0.9501958549022674,60.674,66.82,30.05354142189026
8,1.076980700906442,0.953420615196228,61.754,66.57,30.030093908309937
9,1.0461835897698695,0.9136525630950928,62.776,68.19,29.9560387134552
10,1.0250254218675652,0.8839773178100586,63.474,69.06,30.391675233840942
11,0.9998444324853469,0.8657771676778794,64.56,69.47,29.47680115699768
12,0.9770358837380702,0.8647950679063797,65.256,69.13,29.515827894210815
13,0.9572602802393387,0.8266623169183731,65.902,70.82,29.579504013061523
14,0.9400054441422833,0.8600926131010056,66.932,69.81,29.526808977127075
15,0.934545925077127,0.7955370217561721,66.89,72.22,30.770458459854126
16,0.9076376247162722,0.7937602430582047,67.844,72.32,30.955021858215332
17,0.9000997470349682,0.7857712209224701,68.084,72.58,30.334300994873047
18,0.8896591049067828,0.7719899177551269,68.452,73.02,29.946680784225464
19,0.8778206906756576,0.7685761034488678,69.03,72.9,29.98090624809265
20,0.8648143556653237,0.7708720326423645,69.564,73.33,30.322736263275146
