Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,4.601102240231572,4.593871808052063,1.27,1.55,32.03878617286682
2,4.590003748329318,4.580106091499329,1.72,2.12,31.12675905227661
3,4.5737616529270095,4.558410787582398,2.362,3.06,31.012231826782227
4,4.548796181776086,4.522598075866699,2.902,3.31,31.149544954299927
5,4.509945173652804,4.466454601287841,3.212,3.79,30.916232347488403
6,4.452413515168793,4.388819408416748,3.884,4.61,30.922027587890625
7,4.381466992047368,4.300086259841919,4.448,6.48,31.208271980285645
8,4.3076081811165325,4.209321665763855,5.102,7.57,31.02313208580017
9,4.239495666659608,4.1347864151000975,5.862,8.72,31.01428246498108
10,4.185109080100546,4.075573515892029,6.36,8.97,31.942044258117676
11,4.13943422083952,4.027689123153687,6.844,9.65,31.0491783618927
12,4.097175958205242,3.9871441602706907,7.54,9.98,30.3971745967865
13,4.063636334574952,3.954392194747925,7.844,10.56,30.314505100250244
14,4.036863251608246,3.9186777234077455,8.364,11.23,30.2497456073761
15,4.006628934217959,3.887608325481415,8.664,11.78,31.61000394821167
16,3.9774651478747933,3.861600399017334,9.386,12.38,31.993430376052856
17,3.950603572689757,3.845728611946106,9.606,12.23,31.800266981124878
18,3.9317706434094175,3.808321535587311,10.276,13.2,31.154804706573486
19,3.9040740047182356,3.790662956237793,10.564,12.98,30.98775625228882
20,3.882542376615563,3.7660423636436464,10.846,13.59,32.00578856468201
