Epoch,Train Loss,Test Loss,Train Acc,Test Acc,Epoch Time
1,4.550330755661945,4.357891297340393,2.056,5.22,30.146652698516846
2,4.1795110605200945,3.9223867535591124,6.496,10.65,29.6879940032959
3,3.924365685910595,3.724934232234955,9.946,13.17,28.84374761581421
4,3.760513780068378,3.616494393348694,12.534,14.99,29.10333752632141
5,3.636668083619098,3.488059377670288,14.532,17.69,28.85335874557495
6,3.525294980224298,3.402641975879669,16.128,19.03,28.9517240524292
7,3.4397740388403135,3.3285499811172485,17.684,20.63,28.843182802200317
8,3.3658354112080167,3.197979414463043,19.076,22.96,28.90328359603882
9,3.2932539813372554,3.127900493144989,20.36,24.33,28.87001657485962
10,3.2480130146960824,3.0753862857818604,21.016,24.58,30.263733625411987
11,3.181581543416393,2.988721251487732,22.132,26.8,29.961925745010376
12,3.1355000320745976,2.9602773427963256,23.186,27.34,29.016812801361084
13,3.082113436290196,2.8593518853187563,24.14,29.2,28.76660656929016
14,3.040258122950184,2.8192959070205688,24.732,30.21,28.834841012954712
15,3.000064971495648,2.7644639134407045,25.86,31.44,28.71868896484375
16,2.959265275877349,2.7201934337615965,26.576,32.08,29.108561515808105
17,2.922528315563591,2.658000910282135,27.274,33.16,28.888232231140137
18,2.888116566502318,2.6448134064674376,27.928,33.48,28.87957763671875
19,2.8462196053290856,2.6274396896362306,28.618,33.62,28.724892139434814
20,2.8080255401377774,2.5917635917663575,29.436,34.56,29.94775938987732
